k,date,weekday,month,publication_hour,s_r,recent_h_start,recent_h_end,recent_interval_start,recent_interval_end,n_valid_slots,valid,b_kW,e_slot_30_kW,e_slot_31_kW,e_slot_32_kW,e_slot_33_kW,e_slot_34_kW,e_slot_35_kW,e_slot_66_kW,e_slot_67_kW,e_slot_68_kW,e_slot_69_kW,e_slot_70_kW,e_slot_71_kW,e_slot_102_kW,e_slot_103_kW,e_slot_104_kW,e_slot_105_kW,e_slot_106_kW,e_slot_107_kW
48,2025-02-18,1,2025-02,12,72,66,71,2025-02-18 11:00:00,2025-02-18 12:00:00,6,True,19.6231830889501,,,,,,,31.105341414368922,-58.49776083114375,-133.62979943372284,-3.4762741678796374,176.42562624539914,105.81196530667876,,,,,,
49,2025-02-19,2,2025-02,12,72,66,71,2025-02-19 11:00:00,2025-02-19 12:00:00,6,True,34.05178463963042,,,,,,,-63.73162935025084,113.64680698745451,151.68340878076378,86.90381163174789,-40.08786701563622,-44.10382319629662,,,,,,
50,2025-02-20,3,2025-02,12,72,66,71,2025-02-20 11:00:00,2025-02-20 12:00:00,6,True,18.07380187000005,,,,,,,3.6679916324319493,-204.58546134691005,-207.783156694024,83.11281125975438,198.8380207233531,235.1926056453949,,,,,,
51,2025-02-21,4,2025-02,12,72,66,71,2025-02-21 11:00:00,2025-02-21 12:00:00,6,True,-35.51203558325028,,,,,,,76.41432777809268,-124.57547162080618,-145.77943973280026,13.24242629950686,-46.53087811174737,14.15682188825258,,,,,,
52,2025-02-22,5,2025-02,12,72,66,71,2025-02-22 11:00:00,2025-02-22 12:00:00,6,True,9.348573843393902,,,,,,,-244.0463210247981,-315.65957157455796,7.8957229225165975,412.9238148048198,229.6189909053228,-34.641192972939734,,,,,,
53,2025-02-23,6,2025-02,12,72,66,71,2025-02-23 11:00:00,2025-02-23 12:00:00,6,True,88.42245425108983,,,,,,,22.81208293819691,-23.413918673856642,79.36216153578698,282.7634696478435,199.23384376078593,-30.22291370221774,,,,,,
54,2025-02-24,0,2025-02,12,72,66,71,2025-02-24 11:00:00,2025-02-24 12:00:00,6,True,9.831796708402635,,,,,,,94.34856580737505,214.35672334086667,176.83342006347175,43.64625877574235,-242.6934990379059,-227.50068869913412,,,,,,
55,2025-02-25,1,2025-02,12,72,66,71,2025-02-25 11:00:00,2025-02-25 12:00:00,6,True,-9.341939048593304,,,,,,,118.59903778847183,13.53321279343345,-180.53142723785277,-159.9004411033602,107.64474333364706,44.603240134100815,,,,,,
56,2025-02-26,2,2025-02,12,72,66,71,2025-02-26 11:00:00,2025-02-26 12:00:00,6,True,62.43381300591121,,,,,,,73.65005256111817,-9.697003456737548,-77.54842680454203,47.681482726042304,216.9394099450692,123.57736306451716,,,,,,
57,2025-02-27,3,2025-02,12,72,66,71,2025-02-27 11:00:00,2025-02-27 12:00:00,6,True,-120.86271525699158,,,,,,,-53.7680463564684,-109.35404038717934,-66.82804400534951,-61.312938141558334,-268.493743513317,-165.4194791380769,,,,,,
58,2025-02-28,4,2025-02,12,72,66,71,2025-02-28 11:00:00,2025-02-28 12:00:00,6,True,124.11325445768989,,,,,,,27.144593670790528,60.482918889606935,116.84406600233251,258.30293020072804,215.33870790974197,66.56631007293936,,,,,,
59,2025-03-01,5,2025-03,12,72,66,71,2025-03-01 11:00:00,2025-03-01 12:00:00,6,True,-114.50536196943547,,,,,,,36.57561068321502,-123.65985569213353,-223.52210324563748,-230.8548290844933,-57.39945039037866,-88.17154408718488,,,,,,
60,2025-03-02,6,2025-03,12,72,66,71,2025-03-02 11:00:00,2025-03-02 12:00:00,6,True,-170.2483895627462,,,,,,,-261.5368815450938,-38.71233073187068,-126.08985433564067,-361.239653651568,-259.2398384242497,25.328221311945526,,,,,,
61,2025-03-03,0,2025-03,12,72,66,71,2025-03-03 11:00:00,2025-03-03 12:00:00,6,True,-67.14455829858464,,,,,,,-43.30873918445923,-65.56169772989506,-87.94450067931757,-0.573653916362673,-64.56114264040116,-140.9176156410722,,,,,,
62,2025-03-04,1,2025-03,12,72,66,71,2025-03-04 11:00:00,2025-03-04 12:00:00,6,True,-60.91393974158518,,,,,,,-194.08909174327982,-56.29269466092592,-14.372612029968877,-112.5372385692126,30.843648934998782,-19.03565038112265,,,,,,
63,2025-03-05,2,2025-03,12,72,66,71,2025-03-05 11:00:00,2025-03-05 12:00:00,6,True,-58.160765271664935,,,,,,,116.48122349576806,-163.69793458936147,-146.82016198398196,31.946427233009672,-71.23045791117693,-115.64368787424701,,,,,,
64,2025-03-06,3,2025-03,12,72,66,71,2025-03-06 11:00:00,2025-03-06 12:00:00,6,True,-53.683276881849906,,,,,,,-251.23497075077375,-129.70381341298798,-37.357434632765944,4.528202714325744,92.5154200547413,-0.8470652636387968,,,,,,
65,2025-03-07,4,2025-03,12,72,66,71,2025-03-07 11:00:00,2025-03-07 12:00:00,6,True,-197.58006351718845,,,,,,,-186.9560274545779,46.44257254542208,-84.58088765957245,-454.2609068174452,-337.4757648203249,-168.64936689663227,,,,,,
66,2025-03-08,5,2025-03,12,72,66,71,2025-03-08 11:00:00,2025-03-08 12:00:00,6,True,46.163616465192796,,,,,,,212.03185462554893,139.76672538993307,15.923120849773568,-81.03828367491633,-70.57040599142101,60.86868759223853,,,,,,
67,2025-03-09,6,2025-03,12,72,66,71,2025-03-09 11:00:00,2025-03-09 12:00:00,6,True,-34.151318637810014,,,,,,,-318.47630650255815,-198.8028125654273,134.61675013627246,314.78031728604856,26.212817286049358,-163.238677467245,,,,,,
68,2025-03-10,0,2025-03,12,72,66,71,2025-03-10 11:00:00,2025-03-10 12:00:00,6,True,-26.26964421122678,,,,,,,69.1399244180584,91.57994503317877,43.35431209939179,-27.196061688739064,-187.0110659964521,-147.4849191327985,,,,,,
69,2025-03-11,1,2025-03,12,72,66,71,2025-03-11 11:00:00,2025-03-11 12:00:00,6,True,-39.024226324043106,,,,,,,45.527051081365244,54.076190241756194,9.08066505802617,-112.00564689108887,-141.97732409881974,-88.84629333549765,,,,,,
70,2025-03-12,2,2025-03,12,72,66,71,2025-03-12 11:00:00,2025-03-12 12:00:00,6,True,-57.28793159262492,,,,,,,-224.31452032625748,-191.13005936677564,-18.385032359246907,54.62509831949592,4.007499580017793,31.46942459701677,,,,,,
71,2025-03-13,3,2025-03,12,72,66,71,2025-03-13 11:00:00,2025-03-13 12:00:00,6,True,-23.513473510641386,,,,,,,173.30757985255605,124.94044986905465,-111.036511314167,-246.8401617756399,-93.73035970141336,12.27816200576126,,,,,,
72,2025-03-14,4,2025-03,12,72,66,71,2025-03-14 11:00:00,2025-03-14 12:00:00,6,True,-61.888657867843904,,,,,,,-228.67227501901652,-140.90450694060974,43.27948308277473,175.13964075223384,-63.16813267608859,-157.00615640635715,,,,,,
73,2025-03-15,5,2025-03,12,72,66,71,2025-03-15 11:00:00,2025-03-15 12:00:00,6,True,-122.97794761184316,,,,,,,-2.083738402079234,29.319561946214435,-80.03068517290785,-325.85538281987647,-313.7039613718953,-45.513479850514614,,,,,,
74,2025-03-16,6,2025-03,12,72,66,71,2025-03-16 11:00:00,2025-03-16 12:00:00,6,True,35.33279810421163,,,,,,,233.8871695365333,-110.34990423738327,-146.51729021918345,116.05755436220261,135.96267168555005,-17.043412502449428,,,,,,
75,2025-03-17,0,2025-03,12,72,66,71,2025-03-17 11:00:00,2025-03-17 12:00:00,6,True,75.68307847657918,,,,,,,223.6417729785344,-164.09077116473782,-265.3481963418071,136.29696167404654,329.05453177302934,194.5441719404098,,,,,,
76,2025-03-18,1,2025-03,12,72,66,71,2025-03-18 11:00:00,2025-03-18 12:00:00,6,True,23.45646398742853,,,,,,,-175.39829383904726,-8.253589001609726,198.1419124869908,214.20520383520488,-11.741260915780913,-76.21518864118661,,,,,,
77,2025-03-19,2,2025-03,12,72,66,71,2025-03-19 11:00:00,2025-03-19 12:00:00,6,True,60.95853273934912,,,,,,,-143.3807619783156,26.410245688151917,134.58184867253658,55.827169920450615,136.55444329419242,155.75825083907876,,,,,,
78,2025-03-20,3,2025-03,12,72,66,71,2025-03-20 11:00:00,2025-03-20 12:00:00,6,True,-44.65986834659194,,,,,,,-162.4476489253684,-76.7282773169618,-36.72033722459946,-27.40257345704231,-10.729313959604951,46.06894080402526,,,,,,
79,2025-03-21,4,2025-03,12,72,66,71,2025-03-21 11:00:00,2025-03-21 12:00:00,6,True,124.39507776623554,,,,,,,308.9038579814119,66.02930359412494,-43.67820725327783,136.26571274969092,177.44034984940436,101.40944967605901,,,,,,
80,2025-03-22,5,2025-03,12,72,66,71,2025-03-22 11:00:00,2025-03-22 12:00:00,6,True,14.114803643148662,,,,,,,-63.76899046431572,26.178571452423967,15.77060043940719,-18.37995908974017,29.070401389492417,95.81819813162429,,,,,,
81,2025-03-23,6,2025-03,12,72,66,71,2025-03-23 11:00:00,2025-03-23 12:00:00,6,True,5.079220326341935,,,,,,,156.50778396372516,-6.625276800996289,19.21415106816403,128.54977086039708,-64.4247291396041,-202.74637799363427,,,,,,
82,2025-03-24,0,2025-03,12,72,66,71,2025-03-24 11:00:00,2025-03-24 12:00:00,6,True,88.99178789376462,,,,,,,-109.5596005853713,89.99355655420914,18.136143262381665,-136.89364494224083,221.23477952442136,451.0394935491877,,,,,,
83,2025-03-25,1,2025-03,12,72,66,71,2025-03-25 11:00:00,2025-03-25 12:00:00,6,True,9.888596812907053,,,,,,,108.93097615663282,-46.20480933323506,-139.05213724488658,-9.439433901777193,100.27170581925839,44.825279381449946,,,,,,
84,2025-03-26,2,2025-03,12,72,66,71,2025-03-26 11:00:00,2025-03-26 12:00:00,6,True,29.57766953544736,,,,,,,-110.7171893689283,0.10136715723456291,60.688704290250826,-46.91576767094557,88.54028289644793,185.76861990862471,,,,,,
85,2025-03-27,3,2025-03,12,72,66,71,2025-03-27 11:00:00,2025-03-27 12:00:00,6,True,187.6910320705339,,,,,,,404.58820442557226,135.09819431391588,104.14091746387294,269.53392285234077,191.59861567305052,21.18633769445114,,,,,,
86,2025-03-28,4,2025-03,12,72,66,71,2025-03-28 11:00:00,2025-03-28 12:00:00,6,True,-115.44763102905017,,,,,,,-174.87196720166048,-144.15429000657332,10.426913886862167,-25.306130421391117,-142.80034457272768,-215.9799678588106,,,,,,
87,2025-03-29,5,2025-03,12,72,66,71,2025-03-29 11:00:00,2025-03-29 12:00:00,6,True,119.20588309549703,,,,,,,152.47803866465165,229.46757299167166,225.02208764127727,130.97566631307518,12.373191293988384,-35.081258331681966,,,,,,
88,2025-03-30,6,2025-03,12,72,66,71,2025-03-30 11:00:00,2025-03-30 12:00:00,6,True,183.0550738166106,,,,,,,233.30332621393245,253.43087632241895,111.25825805684144,33.98608096390126,149.6731493135103,316.67875202905907,,,,,,
89,2025-03-31,0,2025-03,12,72,66,71,2025-03-31 11:00:00,2025-03-31 12:00:00,6,True,149.7488757101593,,,,,,,-1.6764960039154175,175.10113354039186,287.5813341780149,198.5955522286613,181.7452812487536,57.146449069049595,,,,,,
90,2025-04-01,1,2025-04,12,72,66,71,2025-04-01 11:00:00,2025-04-01 12:00:00,6,True,50.44456979299033,,,,,,,57.875389262121644,-108.53395111411737,26.014856466069432,244.08090017814084,111.32767046568279,-28.097446499955367,,,,,,
91,2025-04-02,2,2025-04,12,72,66,71,2025-04-02 11:00:00,2025-04-02 12:00:00,6,True,19.813797264511322,,,,,,,179.4755263895422,205.97761481090765,104.22166962571828,-95.65467126203657,-191.33295093153083,-83.8044050455328,,,,,,
92,2025-04-03,3,2025-04,12,72,66,71,2025-04-03 11:00:00,2025-04-03 12:00:00,6,True,69.77299290879682,,,,,,,-37.20278303597206,-146.8742477321448,25.62489859460402,318.5636845548988,158.5931613074863,99.93324376390865,,,,,,
93,2025-04-04,4,2025-04,12,72,66,71,2025-04-04 11:00:00,2025-04-04 12:00:00,6,True,128.06729705260855,,,,,,,45.87157522568668,171.21915105297603,179.0652840184689,94.0790992158154,96.60417265776596,181.5645001449384,,,,,,
94,2025-04-05,5,2025-04,12,72,66,71,2025-04-05 11:00:00,2025-04-05 12:00:00,6,True,4.900722768971794,,,,,,,46.52758522106069,-131.8358071194143,-150.51971036331133,44.00800564170595,190.4191049879746,30.805158245815164,,,,,,
95,2025-04-06,6,2025-04,12,72,66,71,2025-04-06 11:00:00,2025-04-06 12:00:00,6,True,83.34088367328438,,,,,,,50.281536978883196,158.04144302812074,163.40993478580822,34.73437030911464,17.3013940829278,76.27662285485167,,,,,,
96,2025-04-07,0,2025-04,12,72,66,71,2025-04-07 11:00:00,2025-04-07 12:00:00,6,True,-45.26839161520411,,,,,,,-25.011425836408307,220.2589220137079,131.50990868127064,-312.13423653216705,-255.40472814431905,-30.82878987330878,,,,,,
97,2025-04-08,1,2025-04,12,72,66,71,2025-04-08 11:00:00,2025-04-08 12:00:00,6,True,-17.811288588632426,,,,,,,70.01838547830357,34.00257977739511,-60.60843069785915,19.444354785663563,-29.812276431483042,-139.91234444381462,,,,,,
98,2025-04-09,2,2025-04,12,72,66,71,2025-04-09 11:00:00,2025-04-09 12:00:00,6,True,106.00193674558643,,,,,,,186.68284189219048,77.83414880818145,-7.099247260847733,71.72433971103692,170.13290582050922,136.7366315024483,,,,,,
99,2025-04-10,3,2025-04,12,72,66,71,2025-04-10 11:00:00,2025-04-10 12:00:00,6,True,28.408976169126465,,,,,,,-55.09780217163552,91.98936125346427,-24.486906019200433,-127.83491868836427,113.3495872064641,172.53453543403066,,,,,,
100,2025-04-11,4,2025-04,12,72,66,71,2025-04-11 11:00:00,2025-04-11 12:00:00,6,True,-17.84143705005575,,,,,,,186.55368794204696,-136.8723774958239,-170.5987456852472,65.81103945298355,18.175182459471216,-70.11740897376512,,,,,,
101,2025-04-12,5,2025-04,12,72,66,71,2025-04-12 11:00:00,2025-04-12 12:00:00,6,True,86.37463875747903,,,,,,,-148.99786045612018,99.45973874812717,287.9926413549165,158.63193389839125,63.31285986505645,57.84851913450302,,,,,,
102,2025-04-13,6,2025-04,12,72,66,71,2025-04-13 11:00:00,2025-04-13 12:00:00,6,True,13.41184540247635,,,,,,,-157.42592146991683,-117.5168782180308,138.8092153127136,260.3684021041299,42.60373796224212,-86.36748327627993,,,,,,
103,2025-04-14,0,2025-04,12,72,66,71,2025-04-14 11:00:00,2025-04-14 12:00:00,6,True,-43.97224019174731,,,,,,,108.864934934767,-131.49015139317362,-259.4773193714418,-57.76356388487784,59.09673167076471,16.9359268934777,,,,,,
104,2025-04-15,1,2025-04,12,72,66,71,2025-04-15 11:00:00,2025-04-15 12:00:00,6,True,13.603010315911737,,,,,,,11.40972631781915,111.09456096434587,55.11268693877901,-112.06629755260383,-78.32159841016164,94.38898363729186,,,,,,
105,2025-04-16,2,2025-04,12,72,66,71,2025-04-16 11:00:00,2025-04-16 12:00:00,6,True,-23.610990690172002,,,,,,,42.37395717360232,-91.72091836173604,-133.28209289526148,-58.65789155807943,57.56612695338936,42.05487454705326,,,,,,
106,2025-04-17,3,2025-04,12,72,66,71,2025-04-17 11:00:00,2025-04-17 12:00:00,6,True,-56.21659708348731,,,,,,,120.89380455841456,-34.11961996992977,-154.78078813599222,-140.0256958521968,-104.16121381486118,-25.106069286358434,,,,,,
107,2025-04-18,4,2025-04,12,72,66,71,2025-04-18 11:00:00,2025-04-18 12:00:00,6,True,-27.691461886376146,,,,,,,-43.25122721494199,67.18812916820707,20.982929168207193,-159.58392782899182,-86.47318699325115,34.98851238251382,,,,,,
108,2025-04-19,5,2025-04,12,72,66,71,2025-04-19 11:00:00,2025-04-19 12:00:00,6,True,59.08246983412422,,,,,,,126.30488282121723,29.096331496791663,-0.7007282397075869,107.22590789322976,19.887732747480186,72.68069228573404,,,,,,
109,2025-04-20,6,2025-04,12,72,66,71,2025-04-20 11:00:00,2025-04-20 12:00:00,6,True,140.12354745078133,,,,,,,240.2916526485942,300.20244681978784,136.9791132025539,9.04307899514788,40.59084404382975,113.63414899477448,,,,,,
110,2025-04-21,0,2025-04,12,72,66,71,2025-04-21 11:00:00,2025-04-21 12:00:00,6,True,96.51832426133858,,,,,,,-96.42589587659859,13.053267085984771,320.45463443073004,372.4579693273945,52.19402545534285,-82.62405485482213,,,,,,
111,2025-04-22,1,2025-04,12,72,66,71,2025-04-22 11:00:00,2025-04-22 12:00:00,6,True,0.6732820354491196,,,,,,,193.69438737614473,-116.76744371412678,-148.8446439604595,83.59992334648541,-32.41118691046631,24.76865607511718,,,,,,
112,2025-04-23,2,2025-04,12,72,66,71,2025-04-23 11:00:00,2025-04-23 12:00:00,6,True,92.94221792905516,,,,,,,-32.19637295678058,151.16877638076767,254.51373687830346,128.2074510401535,52.269924381598685,3.689791850288202,,,,,,
113,2025-04-24,3,2025-04,12,72,66,71,2025-04-24 11:00:00,2025-04-24 12:00:00,6,True,9.726037475754916,,,,,,,-23.77689881587321,88.81629189844534,139.05007423382722,7.808082216558432,-91.25495582160056,-62.28636885682772,,,,,,
114,2025-04-25,4,2025-04,12,72,66,71,2025-04-25 11:00:00,2025-04-25 12:00:00,6,True,105.54579567437797,,,,,,,45.57293689712742,141.65190636083344,73.91956108635941,44.77259180396277,132.10880320003662,195.24897469794814,,,,,,
115,2025-04-26,5,2025-04,12,72,66,71,2025-04-26 11:00:00,2025-04-26 12:00:00,6,True,103.58106065458924,,,,,,,124.81889502669583,44.05300996707729,91.74900747766696,205.41454770880318,156.42320550698423,-0.9723017596920727,,,,,,
116,2025-04-27,6,2025-04,12,72,66,71,2025-04-27 11:00:00,2025-04-27 12:00:00,6,True,-96.97581945343548,,,,,,,-178.44715838274624,-191.0578249637456,-115.2469888068481,-60.192396890034615,-6.6994563657262916,-30.211091311512064,,,,,,
117,2025-04-28,0,2025-04,12,72,66,71,2025-04-28 11:00:00,2025-04-28 12:00:00,6,True,194.43960993886503,,,,,,,36.988711518993114,166.45711770417802,330.4656927067808,252.35691819859676,276.20780941373505,104.16141009090643,,,,,,
118,2025-04-29,1,2025-04,12,72,66,71,2025-04-29 11:00:00,2025-04-29 12:00:00,6,True,19.533601549685045,,,,,,,14.492834412957563,20.28843000505094,45.16763000505034,-43.60386349736109,-28.974972315135346,109.83155068754786,,,,,,
119,2025-04-30,2,2025-04,12,72,66,71,2025-04-30 11:00:00,2025-04-30 12:00:00,6,True,124.09458371246653,,,,,,,209.23134596187083,76.64798207616059,-32.37713194184653,59.57002780087441,220.9388684452215,210.55640993251836,,,,,,
120,2025-05-01,3,2025-05,12,72,66,71,2025-05-01 11:00:00,2025-05-01 12:00:00,6,True,-121.92963408879132,,,,,,,-70.64721621681929,152.4953152567714,55.834359271461835,-284.3587970598537,-314.8161587413333,-270.0853070429748,,,,,,
121,2025-05-02,4,2025-05,12,72,66,71,2025-05-02 11:00:00,2025-05-02 12:00:00,6,True,42.4906927270049,,,,,,,298.76336994704934,57.615587147473434,-235.67166708595278,-184.46273391830846,108.15129781594669,210.54830245582116,,,,,,
122,2025-05-03,5,2025-05,12,72,66,71,2025-05-03 11:00:00,2025-05-03 12:00:00,6,True,11.077838818250257,,,,,,,-51.37724151791372,-54.69268522203538,-18.617616159742283,17.509404597972207,53.535716028908155,120.10945518231256,,,,,,
123,2025-05-04,6,2025-05,12,72,66,71,2025-05-04 11:00:00,2025-05-04 12:00:00,6,True,101.7589680855652,,,,,,,149.48831228415202,114.63599190277455,131.89021228415186,164.999325806878,118.5546831177171,-69.0147168822823,,,,,,
124,2025-05-05,0,2025-05,12,72,66,71,2025-05-05 11:00:00,2025-05-05 12:00:00,6,True,3.9498423508380256,,,,,,,122.60929981004483,-114.49768499994298,-173.82303777601828,66.90622041215647,98.69701600764984,23.807240651138272,,,,,,
125,2025-05-06,1,2025-05,12,72,66,71,2025-05-06 11:00:00,2025-05-06 12:00:00,6,True,75.95075245932958,,,,,,,-14.607289602124183,33.40961412890374,78.91503988743716,86.84690401914304,149.67984481183066,121.46040151078705,,,,,,
126,2025-05-07,2,2025-05,12,72,66,71,2025-05-07 11:00:00,2025-05-07 12:00:00,6,True,-82.84508471842537,,,,,,,11.627952840838589,-2.243084837452443,-19.14582295620312,-111.44520500763247,-170.83106527448672,-205.03328307561605,,,,,,
127,2025-05-08,3,2025-05,12,72,66,71,2025-05-08 11:00:00,2025-05-08 12:00:00,6,True,6.992690149723633,,,,,,,149.27293430282953,-1.3149530440823582,8.386982990480647,133.58181346109905,-78.33595398783655,-169.6346828241485,,,,,,
128,2025-05-09,4,2025-05,12,72,66,71,2025-05-09 11:00:00,2025-05-09 12:00:00,6,True,125.00109420740053,,,,,,,231.72681189325112,176.03847904961276,184.86758632374313,175.39818255421596,3.8814140288118324,-21.905908605231616,,,,,,
129,2025-05-10,5,2025-05,12,72,66,71,2025-05-10 11:00:00,2025-05-10 12:00:00,6,True,-73.08242756240686,,,,,,,95.54470787175933,123.98188722948407,-66.09314556278787,-330.9956295269826,-150.1167261050159,-110.81565928089822,,,,,,
130,2025-05-11,6,2025-05,12,72,66,71,2025-05-11 11:00:00,2025-05-11 12:00:00,6,True,92.02541326907051,,,,,,,294.7046085585189,183.92865765251008,66.01622229244367,77.77881692726442,-46.06204278497262,-24.213783031341336,,,,,,
131,2025-05-12,0,2025-05,12,72,66,71,2025-05-12 11:00:00,2025-05-12 12:00:00,6,True,69.97437830436259,,,,,,,206.07014061331756,117.77692651516827,-81.73313312131631,-165.11895146119787,147.18254625893132,195.66874102127258,,,,,,
132,2025-05-13,1,2025-05,12,72,66,71,2025-05-13 11:00:00,2025-05-13 12:00:00,6,True,-15.646452138766714,,,,,,,-174.46135983442218,16.111853086687006,75.90000864891681,-76.61043417156452,-74.44651601411715,139.62773545189975,,,,,,
133,2025-05-14,2,2025-05,12,72,66,71,2025-05-14 11:00:00,2025-05-14 12:00:00,6,True,51.336719462861616,,,,,,,74.43853781762755,111.20259839925438,159.76077331763827,141.19077122470753,-77.03057700264526,-101.54178697941279,,,,,,
134,2025-05-15,3,2025-05,12,72,66,71,2025-05-15 11:00:00,2025-05-15 12:00:00,6,True,50.40115928409492,,,,,,,124.95882378317401,-28.235104926049644,-49.8061119558688,21.1270614109917,114.04103297507118,120.32125441725111,,,,,,
135,2025-05-16,4,2025-05,12,72,66,71,2025-05-16 11:00:00,2025-05-16 12:00:00,6,True,72.97734711532712,,,,,,,-91.91695360027325,54.95826419824152,230.0932641982413,205.90367164924191,48.09044464192266,-9.264608395411415,,,,,,
136,2025-05-17,5,2025-05,12,72,66,71,2025-05-17 11:00:00,2025-05-17 12:00:00,6,True,180.16090433769386,,,,,,,87.64970086079029,288.27443833764846,309.78868723383084,175.6192881202992,127.66745507336964,91.96585640022477,,,,,,
