set,group,group_type,group_value,n,mae_kW,rmse_kW,bias_kW 
A_hourly,F1_hist_mean,hour,33_6_0,6,73.23400985653916,73.23400985653916,-73.23400985653916
A_hourly,F2_intraday_linear,hour,33_6_0,6,4.496339566910137,4.496339566910137,-4.496339566910137
A_hourly,F0_original,hour,33_6_1,6,34.38552154808622,34.38552154808622,34.38552154808622
A_hourly,F1_hist_mean,hour,33_6_1,6,46.45302083366005,46.45302083366005,46.45302083366005
A_hourly,F2_intraday_linear,hour,33_6_1,6,217.46051806486048,217.46051806486048,217.46051806486048
A_hourly,F0_original,hour,33_6_2,6,284.31156932068643,284.31156932068643,-284.31156932068643
A_hourly,F1_hist_mean,hour,33_6_2,6,253.76828285094325,253.76828285094325,-253.76828285094325
A_hourly,F2_intraday_linear,hour,33_6_2,6,119.71337021832824,119.71337021832824,-119.71337021832824
A_hourly,F0_original,hour,33_6_3,6,58.44123338869849,58.44123338869849,-58.44123338869849
A_hourly,F1_hist_mean,hour,33_6_3,6,53.253058821722334,53.253058821722334,-53.253058821722334
A_hourly,F2_intraday_linear,hour,33_6_3,6,41.076693043491105,41.076693043491105,41.076693043491105
A_hourly,F0_original,hour,33_6_4,6,136.10067522052032,136.10067522052032,-136.10067522052032
A_hourly,F1_hist_mean,hour,33_6_4,6,110.63544980596362,110.63544980596362,-110.63544980596362
A_hourly,F2_intraday_linear,hour,33_6_4,6,6.060432825780481,6.060432825780481,-6.060432825780481
A_hourly,F0_original,hour,33_6_5,6,124.66569038763828,124.66569038763828,-124.66569038763828
A_hourly,F1_hist_mean,hour,33_6_5,6,87.26213060354803,87.26213060354803,-87.26213060354803
A_hourly,F2_intraday_linear,hour,33_6_5,6,75.9058414664396,75.9058414664396,-75.9058414664396
A_hourly,F0_original,hour,33_12_0,6,159.26414959554677,159.26414959554677,-159.26414959554677
A_hourly,F1_hist_mean,hour,33_12_0,6,121.68141708802068,121.68141708802068,-121.68141708802068
A_hourly,F2_intraday_linear,hour,33_12_0,6,96.89486611311986,96.89486611311986,-96.89486611311986
A_hourly,F0_original,hour,33_12_1,6,223.35035484957552,223.35035484957552,-223.35035484957552
A_hourly,F1_hist_mean,hour,33_12_1,6,193.7893382736329,193.7893382736329,-193.7893382736329
A_hourly,F2_intraday_linear,hour,33_12_1,6,155.00819115824197,155.00819115824197,-155.00819115824197
A_hourly,F0_original,hour,33_12_2,6,104.96239169938326,104.96239169938326,-104.96239169938326
A_hourly,F1_hist_mean,hour,33_12_2,6,55.77221834739521,55.77221834739521,-55.77221834739521
A_hourly,F2_intraday_linear,hour,33_12_2,6,25.111314482364833,25.111314482364833,-25.111314482364833
A_hourly,F0_original,hour,33_12_3,6,113.94959848402141,113.94959848402141,-113.94959848402141
A_hourly,F1_hist_mean,hour,33_12_3,6,91.23173432988915,91.23173432988915,-91.23173432988915
A_hourly,F2_intraday_linear,hour,33_12_3,6,82.6835028638261,82.6835028638261,-82.6835028638261
A_hourly,F0_original,hour,33_12_4,6,92.022290095686,92.022290095686,-92.022290095686
A_hourly,F1_hist_mean,hour,33_12_4,6,52.156126414705795,52.156126414705795,-52.156126414705795
A_hourly,F2_intraday_linear,hour,33_12_4,6,49.507612852245074,49.507612852245074,-49.507612852245074
A_hourly,F0_original,hour,33_12_5,6,62.17768332691048,62.17768332691048,-62.17768332691048
A_hourly,F1_hist_mean,hour,33_12_5,6,33.34845995464275,33.34845995464275,-33.34845995464275
A_hourly,F2_intraday_linear,hour,33_12_5,6,12.580431472331838,12.580431472331838,-12.580431472331838
A_hourly,F0_original,hour,33_18_0,6,46.76782512624686,46.76782512624686,-46.76782512624686
A_hourly,F1_hist_mean,hour,33_18_0,6,21.434434782978315,21.434434782978315,-21.434434782978315
A_hourly,F2_intraday_linear,hour,33_18_0,6,15.113289472734323,15.113289472734323,-15.113289472734323
A_hourly,F0_original,hour,33_18_1,6,52.549513703673256,52.549513703673256,-52.549513703673256
A_hourly,F1_hist_mean,hour,33_18_1,6,25.219430190013554,25.219430190013554,-25.219430190013554
A_hourly,F2_intraday_linear,hour,33_18_1,6,23.73400166479314,23.73400166479314,-23.73400166479314
A_hourly,F0_original,hour,33_18_2,6,70.95845463144542,70.95845463144542,-70.95845463144542
A_hourly,F1_hist_mean,hour,33_18_2,6,59.333929854130474,59.333929854130474,-59.333929854130474
A_hourly,F2_intraday_linear,hour,33_18_2,6,38.06920651499877,38.06920651499877,-38.06920651499877
A_hourly,F0_original,hour,33_18_3,6,108.73125569746662,108.73125569746662,-108.73125569746662
A_hourly,F1_hist_mean,hour,33_18_3,6,86.08811084071294,86.08811084071294,-86.08811084071294
A_hourly,F2_intraday_linear,hour,33_18_3,6,94.36432439282726,94.36432439282726,-94.36432439282726
A_hourly,F0_original,hour,33_18_4,6,64.09993949710133,64.09993949710133,-64.09993949710133
A_hourly,F1_hist_mean,hour,33_18_4,6,54.10735495463359,54.10735495463359,-54.10735495463359
A_hourly,F2_intraday_linear,hour,33_18_4,6,47.90476413381475,47.90476413381475,-47.90476413381475
A_hourly,F0_original,hour,33_18_5,6,190.34655927469294,190.34655927469294,-190.34655927469294
A_hourly,F1_hist_mean,hour,33_18_5,6,155.8032867501629,155.8032867501629,-155.8032867501629
A_hourly,F2_intraday_linear,hour,33_18_5,6,155.09706741603895,155.09706741603895,-155.09706741603895
A_hourly,F0_original,hour,34_6_0,6,145.3354223145734,145.3354223145734,-145.3354223145734
A_hourly,F1_hist_mean,hour,34_6_0,6,118.75826823316766,118.75826823316766,-118.75826823316766
A_hourly,F2_intraday_linear,hour,34_6_0,6,60.94363269218866,60.94363269218866,-60.94363269218866
A_hourly,F0_original,hour,34_6_1,6,36.2792225162284,36.2792225162284,-36.2792225162284
A_hourly,F1_hist_mean,hour,34_6_1,6,33.77380435737177,33.77380435737177,-33.77380435737177
A_hourly,F2_intraday_linear,hour,34_6_1,6,89.98854946857136,89.98854946857136,89.98854946857136
A_hourly,F0_original,hour,34_6_2,6,72.170272886362,72.170272886362,-72.170272886362
A_hourly,F1_hist_mean,hour,34_6_2,6,32.40578096468926,32.40578096468926,-32.40578096468926
A_hourly,F2_intraday_linear,hour,34_6_2,6,94.91245000823437,94.91245000823437,94.91245000823437
A_hourly,F0_original,hour,34_6_3,6,114.21962250307297,114.21962250307297,-114.21962250307297
A_hourly,F1_hist_mean,hour,34_6_3,6,107.52626519602563,107.52626519602563,-107.52626519602563
A_hourly,F2_intraday_linear,hour,34_6_3,6,35.096553101511745,35.096553101511745,-35.096553101511745
A_hourly,F0_original,hour,34_6_4,6,203.07500601151423,203.07500601151423,-203.07500601151423
A_hourly,F1_hist_mean,hour,34_6_4,6,172.87831838670263,172.87831838670263,-172.87831838670263
A_hourly,F2_intraday_linear,hour,34_6_4,6,87.3588508591638,87.3588508591638,-87.3588508591638
A_hourly,F0_original,hour,34_6_5,6,88.74908499091907,88.74908499091907,-88.74908499091907
A_hourly,F1_hist_mean,hour,34_6_5,6,47.398223169174344,47.398223169174344,-47.398223169174344
A_hourly,F2_intraday_linear,hour,34_6_5,6,28.611334371405064,28.611334371405064,-28.611334371405064
A_hourly,F0_original,hour,34_12_0,6,1.0260397966749224,1.0260397966749224,1.0260397966749224
A_hourly,F1_hist_mean,hour,34_12_0,6,39.880546099279854,39.880546099279854,39.880546099279854
A_hourly,F2_intraday_linear,hour,34_12_0,6,55.501361885842925,55.501361885842925,55.501361885842925
A_hourly,F0_original,hour,34_12_1,6,12.054657053376104,12.054657053376104,-12.054657053376104
A_hourly,F1_hist_mean,hour,34_12_1,6,23.100793029098895,23.100793029098895,23.100793029098895
A_hourly,F2_intraday_linear,hour,34_12_1,6,47.058602596670426,47.058602596670426,47.058602596670426
A_hourly,F0_original,hour,34_12_2,6,212.94422468641915,212.94422468641915,-212.94422468641915
A_hourly,F1_hist_mean,hour,34_12_2,6,165.08178734516696,165.08178734516696,-165.08178734516696
A_hourly,F2_intraday_linear,hour,34_12_2,6,147.44131819776703,147.44131819776703,-147.44131819776703
A_hourly,F0_original,hour,34_12_3,6,7.24637695032834,7.24637695032834,7.24637695032834
A_hourly,F1_hist_mean,hour,34_12_3,6,32.1155059312714,32.1155059312714,32.1155059312714
A_hourly,F2_intraday_linear,hour,34_12_3,6,38.34586951320489,38.34586951320489,38.34586951320489
A_hourly,F0_original,hour,34_12_4,6,24.032134816545295,24.032134816545295,24.032134816545295
A_hourly,F1_hist_mean,hour,34_12_4,6,66.93853326284807,66.93853326284807,66.93853326284807
A_hourly,F2_intraday_linear,hour,34_12_4,6,69.03831443969466,69.03831443969466,69.03831443969466
A_hourly,F0_original,hour,34_12_5,6,6.401220666305562,6.401220666305562,-6.401220666305562
A_hourly,F1_hist_mean,hour,34_12_5,6,21.700305681923055,21.700305681923055,21.700305681923055
A_hourly,F2_intraday_linear,hour,34_12_5,6,33.522694125354064,33.522694125354064,33.522694125354064
A_hourly,F0_original,hour,34_18_0,6,71.63213408363845,71.63213408363845,71.63213408363845
A_hourly,F1_hist_mean,hour,34_18_0,6,99.13688544332126,99.13688544332126,99.13688544332126
A_hourly,F2_intraday_linear,hour,34_18_0,6,94.55391025705376,94.55391025705376,94.55391025705376
A_hourly,F0_original,hour,34_18_1,6,0.7697508874816776,0.7697508874816776,0.7697508874816776
A_hourly,F1_hist_mean,hour,34_18_1,6,26.44360155722461,26.44360155722461,26.44360155722461
A_hourly,F2_intraday_linear,hour,34_18_1,6,25.90965905404755,25.90965905404755,25.90965905404755
A_hourly,F0_original,hour,34_18_2,6,19.55903831042542,19.55903831042542,-19.55903831042542
A_hourly,F1_hist_mean,hour,34_18_2,6,2.1257693200832364,2.1257693200832364,-2.1257693200832364
A_hourly,F2_intraday_linear,hour,34_18_2,6,17.247806865047096,17.247806865047096,-17.247806865047096
A_hourly,F0_original,hour,34_18_3,6,8.258459246037091,8.258459246037091,-8.258459246037091
A_hourly,F1_hist_mean,hour,34_18_3,6,17.59903640943594,17.59903640943594,17.59903640943594
A_hourly,F2_intraday_linear,hour,34_18_3,6,22.589359777332902,22.589359777332902,22.589359777332902
A_hourly,F0_original,hour,34_18_4,6,191.96428141247998,191.96428141247998,191.96428141247998
A_hourly,F1_hist_mean,hour,34_18_4,6,205.02275010365338,205.02275010365338,205.02275010365338
A_hourly,F2_intraday_linear,hour,34_18_4,6,200.41578917256902,200.41578917256902,200.41578917256902
A_hourly,F0_original,hour,34_18_5,6,104.74811837456036,104.74811837456036,-104.74811837456036
A_hourly,F1_hist_mean,hour,34_18_5,6,64.32488837593473,64.32488837593473,-64.32488837593473
A_hourly,F2_intraday_linear,hour,34_18_5,6,65.6364948832479,65.6364948832479,-65.6364948832479
A_hourly,F0_original,hour,35_6_0,6,31.82738269555466,31.82738269555466,-31.82738269555466
A_hourly,F1_hist_mean,hour,35_6_0,6,0.7502790076759993,0.7502790076759993,-0.7502790076759993
A_hourly,F2_intraday_linear,hour,35_6_0,6,9.547062066882972,9.547062066882972,-9.547062066882972
A_hourly,F0_original,hour,35_6_1,6,22.458646815598513,22.458646815598513,-22.458646815598513
A_hourly,F1_hist_mean,hour,35_6_1,6,12.13253737640207,12.13253737640207,-12.13253737640207
A_hourly,F2_intraday_linear,hour,35_6_1,6,26.584133290267346,26.584133290267346,-26.584133290267346
A_hourly,F0_original,hour,35_6_2,6,115.98122392184905,115.98122392184905,-115.98122392184905
A_hourly,F1_hist_mean,hour,35_6_2,6,75.19877939709386,75.19877939709386,-75.19877939709386
A_hourly,F2_intraday_linear,hour,35_6_2,6,91.45421770381927,91.45421770381927,-91.45421770381927
A_hourly,F0_original,hour,35_6_3,6,101.74316063372771,101.74316063372771,-101.74316063372771
A_hourly,F1_hist_mean,hour,35_6_3,6,90.95427097537686,90.95427097537686,-90.95427097537686
A_hourly,F2_intraday_linear,hour,35_6_3,6,101.40157913100302,101.40157913100302,-101.40157913100302
A_hourly,F0_original,hour,35_6_4,6,6.337140677340358,6.337140677340358,-6.337140677340358
A_hourly,F1_hist_mean,hour,35_6_4,6,29.329973947882536,29.329973947882536,29.329973947882536
A_hourly,F2_intraday_linear,hour,35_6_4,6,16.135026737226326,16.135026737226326,16.135026737226326
A_hourly,F0_original,hour,35_6_5,6,122.8342189201494,122.8342189201494,-122.8342189201494
A_hourly,F1_hist_mean,hour,35_6_5,6,78.67544692015599,78.67544692015599,-78.67544692015599
A_hourly,F2_intraday_linear,hour,35_6_5,6,81.44821514020714,81.44821514020714,-81.44821514020714
A_hourly,F0_original,hour,35_12_0,6,94.00302809896584,94.00302809896584,-94.00302809896584
A_hourly,F1_hist_mean,hour,35_12_0,6,45.46739047957635,45.46739047957635,-45.46739047957635
A_hourly,F2_intraday_linear,hour,35_12_0,6,23.814508579663197,23.814508579663197,-23.814508579663197
A_hourly,F0_original,hour,35_12_1,6,159.02808414840183,159.02808414840183,-159.02808414840183
A_hourly,F1_hist_mean,hour,35_12_1,6,122.33709809973425,122.33709809973425,-122.33709809973425
A_hourly,F2_intraday_linear,hour,35_12_1,6,83.85223696499088,83.85223696499088,-83.85223696499088
A_hourly,F0_original,hour,35_12_2,6,61.236461223935294,61.236461223935294,-61.236461223935294
A_hourly,F1_hist_mean,hour,35_12_2,6,5.0581533581671465,5.0581533581671465,-5.0581533581671465
A_hourly,F2_intraday_linear,hour,35_12_2,6,25.792340643041825,25.792340643041825,25.792340643041825
A_hourly,F0_original,hour,35_12_3,6,112.29759499060765,112.29759499060765,-112.29759499060765
A_hourly,F1_hist_mean,hour,35_12_3,6,87.49657054360432,87.49657054360432,-87.49657054360432
A_hourly,F2_intraday_linear,hour,35_12_3,6,78.02920724770775,78.02920724770775,-78.02920724770775
A_hourly,F0_original,hour,35_12_4,6,60.97182769470055,60.97182769470055,60.97182769470055
A_hourly,F1_hist_mean,hour,35_12_4,6,110.89613680231741,110.89613680231741,110.89613680231741
A_hourly,F2_intraday_linear,hour,35_12_4,6,110.34467186209622,110.34467186209622,110.34467186209622
A_hourly,F0_original,hour,35_12_5,6,31.324989452894442,31.324989452894442,31.324989452894442
A_hourly,F1_hist_mean,hour,35_12_5,6,59.82746118206251,59.82746118206251,59.82746118206251
A_hourly,F2_intraday_linear,hour,35_12_5,6,78.66035156383805,78.66035156383805,78.66035156383805
A_hourly,F0_original,hour,35_18_0,6,102.7546866298253,102.7546866298253,102.7546866298253
A_hourly,F1_hist_mean,hour,35_18_0,6,124.7656659389013,124.7656659389013,124.7656659389013
A_hourly,F2_intraday_linear,hour,35_18_0,6,110.45312211189594,110.45312211189594,110.45312211189594
A_hourly,F0_original,hour,35_18_1,6,45.061247518039636,45.061247518039636,45.061247518039636
A_hourly,F1_hist_mean,hour,35_18_1,6,70.69307375132485,70.69307375132485,70.69307375132485
A_hourly,F2_intraday_linear,hour,35_18_1,6,69.31913282190453,69.31913282190453,69.31913282190453
A_hourly,F0_original,hour,35_18_2,6,30.832456044340688,30.832456044340688,-30.832456044340688
A_hourly,F1_hist_mean,hour,35_18_2,6,14.17131663814962,14.17131663814962,-14.17131663814962
A_hourly,F2_intraday_linear,hour,35_18_2,6,56.3381138531895,56.3381138531895,-56.3381138531895
A_hourly,F0_original,hour,35_18_3,6,40.12910903933698,40.12910903933698,-40.12910903933698
A_hourly,F1_hist_mean,hour,35_18_3,6,17.188826744123617,17.188826744123617,-17.188826744123617
A_hourly,F2_intraday_linear,hour,35_18_3,6,4.3949338731608805,4.3949338731608805,-4.3949338731608805
A_hourly,F0_original,hour,35_18_4,6,25.298323694979445,25.298323694979445,-25.298323694979445
A_hourly,F1_hist_mean,hour,35_18_4,6,20.848468625679743,20.848468625679743,-20.848468625679743
A_hourly,F2_intraday_linear,hour,35_18_4,6,35.92276124609634,35.92276124609634,-35.92276124609634
A_hourly,F0_original,hour,35_18_5,6,6.4149612852306745,6.4149612852306745,-6.4149612852306745
A_hourly,F1_hist_mean,hour,35_18_5,6,36.95319436962927,36.95319436962927,36.95319436962927
A_hourly,F2_intraday_linear,hour,35_18_5,6,34.14201420475092,34.14201420475092,34.14201420475092
A_hourly,F0_original,hour,36_6_0,6,33.365444664850656,33.365444664850656,-33.365444664850656
A_hourly,F1_hist_mean,hour,36_6_0,6,1.7670167383457738,1.7670167383457738,1.7670167383457738
A_hourly,F2_intraday_linear,hour,36_6_0,6,31.1697979487426,31.1697979487426,31.1697979487426
A_hourly,F0_original,hour,36_6_1,6,145.23451562315768,145.23451562315768,-145.23451562315768
A_hourly,F1_hist_mean,hour,36_6_1,6,131.8405735595943,131.8405735595943,-131.8405735595943
A_hourly,F2_intraday_linear,hour,36_6_1,6,84.21689348379095,84.21689348379095,-84.21689348379095
A_hourly,F0_original,hour,36_6_2,6,33.06373529568009,33.06373529568009,33.06373529568009
A_hourly,F1_hist_mean,hour,36_6_2,6,77.7730396033594,77.7730396033594,77.7730396033594
A_hourly,F2_intraday_linear,hour,36_6_2,6,130.69438414607976,130.69438414607976,130.69438414607976
A_hourly,F0_original,hour,36_6_3,6,115.18044561156057,115.18044561156057,-115.18044561156057
A_hourly,F1_hist_mean,hour,36_6_3,6,102.6545174781977,102.6545174781977,-102.6545174781977
A_hourly,F2_intraday_linear,hour,36_6_3,6,69.26162784261123,69.26162784261123,-69.26162784261123
A_hourly,F0_original,hour,36_6_4,6,23.294741109076313,23.294741109076313,23.294741109076313
A_hourly,F1_hist_mean,hour,36_6_4,6,60.149392306107984,60.149392306107984,60.149392306107984
